objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237659326026350684,240.93303485562,44.5507336493508,18.73672,17.34998,16.80809,16.5853,16.5229,3225,301,4,192,3859663579271766016,STAR,6.755647E-05,3428,54979,286
1237659326026678330,241.706621938514,44.146106953147,18.38641,17.04783,16.49422,16.29245,16.19151,3225,301,4,197,3859641589039210496,STAR,-0.0005182955,3428,54979,206
1237659326030741658,249.733637598613,36.9972174079923,17.59007,16.36635,15.93277,15.75565,15.6839,3225,301,4,259,2539017324560751616,STAR,-0.0001593022,2255,53565,411
1237659326030938204,249.978294908961,36.6602464838644,17.03117,15.64179,15.1148,14.90706,14.82792,3225,301,4,262,2539011002368891904,STAR,-5.179922E-05,2255,53565,388
1237659326030938225,249.998540440866,36.6444083006532,17.32234,15.99829,15.54214,15.37461,15.32538,3225,301,4,262,2539011552124705792,STAR,-7.520016E-05,2255,53565,390
1237659326031003800,250.10449972029,36.5297440872598,17.62664,16.30315,15.85463,15.70551,15.67797,3225,301,4,263,2539012926514240512,STAR,-0.0001653224,2255,53565,395
1237659326031003700,250.131867661103,36.6295659933658,18.61222,16.71741,16.01667,15.77665,15.6706,3225,301,4,263,2447810085519465472,STAR,-3.732825E-05,2174,53521,377
1237659326031003713,250.165200376078,36.6327265290808,18.80845,17.37366,16.85506,16.66957,16.60112,3225,301,4,263,2447806237228768256,STAR,-0.0001586104,2174,53521,363
1237659326031003817,250.184078719221,36.5575168428573,18.81239,17.41554,16.89572,16.71846,16.68436,3225,301,4,263,2539021722607262720,STAR,-7.101356E-05,2255,53565,427
1237659326031200524,250.340041044554,36.2008918315528,19.06654,17.84494,17.39817,17.20176,17.14089,3225,301,4,266,2447747413356682240,STAR,-0.0008382557,2174,53521,149
1237659326031266064,250.497518384719,36.1245676108136,19.15766,17.93081,17.41872,17.20372,17.07001,3225,301,4,267,2538947780450294784,STAR,-0.0001389792,2255,53565,158
1237659326031200486,250.533472897823,36.3239017941259,17.6535,16.27279,15.75305,15.51693,15.4238,3225,301,4,266,2447739716775287808,STAR,-0.0008534004,2174,53521,121
1237659326031200696,250.554542353474,36.2678080782042,17.59896,16.30207,15.7637,15.53813,15.43747,3225,301,4,266,2538936235578203136,STAR,-0.0008510074,2255,53565,116
1237659326031265895,250.598644869363,36.1419923571915,18.55598,17.33678,16.8555,16.65623,16.56884,3225,301,4,267,2447730370926451712,STAR,-0.0008251066,2174,53521,87
1237659326031265842,250.660558028706,36.1961173908487,18.07702,16.60622,16.06398,15.86481,15.79566,3225,301,4,267,2447729271414823936,STAR,5.907845E-05,2174,53521,83
1237659326031659086,251.343037755138,35.4548071028935,18.16547,16.62996,16.05731,15.85515,15.77794,3225,301,4,273,2538905449252625408,STAR,-0.0002301864,2255,53565,4
1237659326031855690,251.699756105562,35.0933668875755,18.45511,17.46465,17.09226,16.96052,16.95663,3225,301,4,276,12284965051690145792,STAR,-0.0003825991,10911,58256,986
1237659326031986803,251.863693728844,34.7542400240305,18.18564,16.95616,16.45463,16.23128,16.12318,3225,301,4,278,3892328145671528448,STAR,-0.0008632707,3457,54984,335
1237659326032642145,252.90082447627,33.6796683138293,17.64923,16.6065,16.20652,16.03152,15.94926,3225,301,4,288,3892277018380836864,STAR,-0.0006957476,3457,54984,149
1237659326032642459,253.013929424912,33.6338665267695,19.27404,18.12986,17.61195,17.38468,17.27932,3225,301,4,288,3892276468625022976,STAR,-0.001009392,3457,54984,147
1237650371562176635,194.847004809274,-1.81118532329365,18.79219,17.04671,16.13979,15.67077,15.32795,1140,301,5,280,380693834910164992,GALAXY,0.08451008,338,51694,508
1237650371561914473,194.225981791593,-1.8111661811076,17.85721,16.53558,15.91527,15.58352,15.35383,1140,301,5,276,380659750049703936,GALAXY,0.05671719,338,51694,384
1237650371556475136,181.853861435205,-1.84502094443859,19.1897,17.79326,16.74571,16.29111,16.00134,1140,301,5,193,373904636777621504,GALAXY,0.2095669,332,52367,385
1237661383842660464,136.77645336727,32.0815990660071,19.43906,17.82647,17.15396,16.81682,16.56587,3704,301,5,41,1791428847506319360,GALAXY,0.04951688,1591,52976,444
1237661383843053701,137.735233667122,32.5837683893211,18.85438,17.82883,17.4645,17.23379,17.0846,3704,301,5,47,1791456885052827648,GALAXY,0.04892397,1591,52976,546
1237661383843971239,140.021592741817,33.4392418888431,19.58321,18.31373,17.64969,17.27718,17.03224,3704,301,5,61,1792565467886413824,GALAXY,0.09528988,1592,52990,483
1237661383844102283,140.289064119099,33.6768306663074,17.98299,16.91967,16.33731,15.95131,15.76361,3704,301,5,63,1792591856165480448,GALAXY,0.07399051,1592,52990,579
1237661383845150904,142.877482104201,34.8398831172431,19.29419,18.11841,17.59363,17.25358,17.07227,3704,301,5,79,1793703462437939200,GALAXY,0.07310738,1593,52991,527
1237680297272476017,338.968700743615,19.6963267241804,19.14154,17.13539,16.17329,15.70983,15.31966,8108,301,2,109,5657864283343837184,GALAXY,0.0615671,5025,55836,790
1237679461364662432,24.5650310528337,19.5856707364175,19.16748,18.18978,17.81721,17.6593,17.60657,7913,301,5,112,8160688937163315200,STAR,-0.0006389758,7248,56630,605
1237655743489376354,241.801146759452,3.78835198858525,17.75545,16.87674,15.99043,15.48238,15.70028,2391,301,3,232,2452264500590569472,STAR,-0.000197168,2178,54629,198
1237658204499673206,146.58298306514,42.805272258015,19.08112,18.01571,17.64111,17.50765,17.44225,2964,301,3,141,1059516937765152768,GALAXY,0.072782,941,52709,164
1237654381444661499,149.90855620149,56.7112270540448,18.3342,17.17129,16.74267,16.49889,16.33134,2074,301,2,183,628276101268924416,GALAXY,0.04527622,558,52317,87
1237680276332347403,356.679042291452,26.9763637954171,17.51958,16.53628,16.17952,16.0633,16.03431,8103,301,3,76,8666210314591950848,STAR,-0.001077118,7697,57574,577
1237678825174728950,333.251243073677,4.41044938722539,19.35666,17.33791,16.29257,15.80545,15.41823,7765,301,4,144,4861858541261314048,GALAXY,0.1399266,4318,55508,810
1237660764832399705,119.280129591014,22.3856455099047,19.124,17.88477,17.21442,16.82049,16.56942,3560,301,4,70,1423181233252231168,GALAXY,0.1189965,1264,52707,159
1237660764834824431,123.946480662384,25.9577143669816,19.41102,17.63,16.80073,16.41971,16.09402,3560,301,4,107,1425433033099470848,GALAXY,0.04490299,1266,52709,159
1237660764836855939,128.044876169547,28.7881058240469,19.4538,18.17171,17.47729,17.04119,16.7594,3560,301,4,138,1427717547142178816,GALAXY,0.07855871,1268,52933,278
1237660764837773561,130.161678624154,29.9681737041381,19.19954,17.27147,16.32027,15.87338,15.53638,3560,301,4,152,1428827779075434496,GALAXY,0.07594532,1269,52937,221
1237660764843474954,143.274634146624,36.9036943372999,18.81699,17.85076,17.45067,17.1913,17.07941,3560,301,4,239,1435576857314486272,GALAXY,0.139525,1275,52996,198
1237660764835283179,124.840690636486,26.5824258513428,19.01744,17.75603,17.23194,16.94402,16.78857,3560,301,4,114,1425538861093644288,GALAXY,0.03963888,1266,52709,544
1237668732532818088,306.700022172925,-12.8785615062728,17.56995,16.45897,16.08529,15.96873,15.9512,5415,301,5,58,3532123459226279936,STAR,0.0001565181,3137,54730,638
1237668732530917766,302.70889011599,-11.1154118501945,16.47118,15.21469,14.63993,14.38111,14.24135,5415,301,5,29,2593107816940070912,STAR,-0.0005259285,2303,54629,583
1237655744557547555,229.154227844383,5.93101040951075,17.21028,16.31072,16.00649,15.87905,15.83745,2391,301,5,147,2063927712757606400,STAR,-0.0004808947,1833,54561,557
1237655744562987108,241.574631328059,4.63884706472982,19.52952,18.57257,18.31563,18.19101,18.17647,2391,301,5,230,2464697503115667456,STAR,0.0001023821,2189,54624,373
1237657629530914920,191.295909176999,52.5279072505671,18.77127,17.39471,16.71616,16.31535,16.05089,2830,301,4,446,997646313455642624,GALAXY,0.06687687,886,52381,360
1237667781207064793,144.117352505539,16.1252183436534,19.38754,17.97401,17.19672,16.80006,16.4794,5194,301,1,203,2906053006334126080,GALAXY,0.1185876,2581,54085,383
1237667781233016918,206.572841324635,19.8005969314243,19.31151,18.01624,17.52922,17.12624,16.95283,5194,301,1,599,3101953549890775040,GALAXY,0.08355261,2755,54507,361
1237660962936520761,130.787186082961,31.2294137348965,17.46596,16.11349,16.04894,16.05808,16.06145,3606,301,5,51,1429987489870800896,STAR,0.0004676079,1270,52991,344
1237660962936782902,131.419127643833,31.6049084551157,17.97322,17.02432,16.69156,16.56009,16.51818,3606,301,5,55,11744419020077815808,STAR,0.0002218782,10431,58137,571
1237660962936913936,131.581914865702,31.7654841438586,18.44704,18.26044,18.28043,18.13748,17.97642,3606,301,5,57,11744428365926651904,QSO,0.4611886,10431,58137,605
1237660962937962574,134.089710729776,33.0185651840441,18.69232,18.46839,18.4498,18.37021,18.2035,3606,301,5,73,1431142251672659968,QSO,2.036332,1271,52974,449
1237660962938880010,136.031190128102,34.2122923086406,18.75261,17.83884,17.44536,17.27513,17.24632,3606,301,5,87,11529364991397615616,STAR,-0.0001318325,10240,58158,545
1237660962940256284,139.389348367819,35.7909051643042,18.42521,18.24454,18.01471,17.98032,18.06031,3606,301,5,108,1434482018594351104,QSO,1.160338,1274,52995,311
1237678859021320335,30.0216039397328,11.288335825387,19.13926,18.07728,17.66971,17.50115,17.39762,7773,301,3,506,5242227447433549824,STAR,-0.0008686864,4656,55828,136
1237678859004608692,350.914397950726,12.069889643822,19.49726,19.11303,18.90627,18.88607,18.68255,7773,301,3,251,6922114645055789056,QSO,2.158634,6148,56209,298
1237679322308477011,358.276968387958,-5.68185765836865,19.2375,18.68303,18.62163,18.6129,18.46014,7881,301,2,11,7918546513944664064,QSO,2.586783,7033,56565,336
1237665566082073042,242.052346910666,14.1167245031624,18.15768,16.06743,15.04968,14.60797,14.24691,4678,301,3,270,2841797005154478080,GALAXY,0.09394673,2524,54568,93
1237665566075060413,226.15856917599,19.2572898080373,17.21913,15.92944,15.28327,14.93558,14.66316,4678,301,3,163,3143577487527667712,GALAXY,0.04927311,2792,54556,236
1237665566075191475,226.407017365373,19.0578868838334,19.1565,18.51197,17.99159,17.60845,17.49428,4678,301,3,165,3143564568266041344,GALAXY,0.183335,2792,54556,189
1237665566075387979,226.899339846409,19.0603257755138,18.31173,16.52466,15.60271,15.1602,14.81242,4678,301,3,168,3143561544609064960,GALAXY,0.06769834,2792,54556,178
1237665566081286374,240.233005580237,14.7840145074615,19.42665,18.27157,17.79885,17.52034,17.26899,4678,301,3,258,2841863800485865472,GALAXY,0.07547889,2524,54568,336
1237665566083121260,244.307404633767,13.3382882575273,17.25492,16.45435,15.99913,15.75156,15.54084,4678,301,3,286,2845166458554574848,GALAXY,0.03005024,2527,54569,63
1237665566084956765,248.264155094098,11.659898915027,19.19721,17.39812,16.52166,16.10666,15.79848,4678,301,3,314,2851956492880340992,GALAXY,0.05152703,2533,54585,189
1237665566068768954,211.20078730543,22.5995849446658,19.59558,17.71605,16.76168,16.26692,15.88529,4678,301,3,67,3134520809796691968,GALAXY,0.06286649,2784,54529,56
1237665566073290970,222.043371624252,20.3749107111342,19.25426,17.98922,17.38367,17.01197,16.74971,4678,301,3,136,3141379288889059328,GALAXY,0.06202189,2790,54555,431
1237665566074274039,224.230004265369,19.7185005997661,19.33702,17.94068,17.26959,16.85308,16.5752,4678,301,3,151,3142452412254545920,GALAXY,0.1330106,2791,54556,239
1237665566074142728,223.936537655306,19.9266922754293,18.98957,17.18491,16.3541,15.91804,15.69028,4678,301,3,149,3142502714911516672,GALAXY,0.04443351,2791,54556,422
1237665566077878428,232.634544273152,17.2254249240252,18.91148,17.33871,16.56973,16.15729,15.82361,4678,301,3,206,3145769913394685952,GALAXY,0.04949574,2794,54537,20
1237665566074667164,225.249305164568,19.3724266079869,19.18584,17.17588,16.11069,15.66789,15.2593,4678,301,3,157,3142408156911527936,GALAXY,0.1146989,2791,54556,78
1237665566070800616,216.056825519472,21.7294154004941,17.25718,15.61786,14.84377,14.45048,14.11923,4678,301,3,98,3137930670618208256,GALAXY,0.03096431,2787,54552,173
1237665566081548433,240.876868749593,14.5595268147981,17.85777,16.3224,15.59021,15.18293,14.87845,4678,301,3,262,2841871771945166848,GALAXY,0.03691414,2524,54568,365
1237665566084628500,247.533806868727,12.0919005476732,18.07895,16.2625,15.41287,14.97481,14.67829,4678,301,3,309,2852002122612893696,GALAXY,0.03267516,2533,54585,355
1237665566084956246,248.253519183506,11.7528056833247,19.23952,17.17656,16.22944,15.77477,15.41553,4678,301,3,314,2851954843612899328,GALAXY,0.0517427,2533,54585,183
1237665566084956245,248.269530166679,11.7420390985016,18.27794,16.79226,16.09008,15.71504,15.46288,4678,301,3,314,2851955118490806272,GALAXY,0.05431106,2533,54585,184
1237665566073094232,221.511781911644,20.3925821040632,18.83165,17.02605,16.18517,15.7965,15.5038,4678,301,3,133,3141358398168131584,GALAXY,0.09497422,2790,54555,355
1237665566073749555,223.045942504519,20.076657727159,17.33263,15.52178,14.68244,14.2883,13.99801,4678,301,3,143,3142485397603379200,GALAXY,0.04368535,2791,54556,359
1237665566084956243,248.271335026495,11.7613940360939,17.01699,15.12401,14.0331,13.67935,13.41686,4678,301,3,314,4588179649130158080,GALAXY,0.05207298,4075,55352,500
1237665566082269200,242.346003439112,13.9059857126104,18.85714,16.74996,15.75732,15.3306,15.00817,4678,301,3,273,2845254144606889984,GALAXY,0.09387325,2527,54569,382
1237665566078861357,234.832827262125,16.6041670061632,18.87812,17.32023,16.51781,16.00802,15.71658,4678,301,3,221,3146936220790056960,GALAXY,0.08441149,2795,54563,167
1237665566071062541,216.633016621885,21.5571566184704,16.98885,15.09506,14.21576,13.82116,13.48322,4678,301,3,102,3137922974036813824,GALAXY,0.03058832,2787,54552,145
1237665128557904114,222.282736759249,29.2895267366842,19.03401,17.78177,17.22042,16.86629,16.62329,4576,301,4,661,2410688378019276800,GALAXY,0.0539447,2141,53764,497
1237667735059300522,218.035710699788,18.9965515471284,19.47845,18.5678,18.22449,18.09713,18.04446,5183,301,3,556,6641811195115624448,STAR,6.460538E-05,5899,56038,464
1237667735059890198,219.358092621731,18.8360557526042,19.03176,17.97057,17.52202,17.34148,17.27299,5183,301,3,565,3125596898967185408,STAR,-9.464883E-05,2776,54554,359
1237667735060152436,220.065086994156,18.610775375378,19.01315,18.07283,17.76989,17.68202,17.63851,5183,301,3,569,6157752850237904896,STAR,-0.0001795631,5469,56037,750
1237667735060742216,221.48569023962,18.3476774167275,19.12193,19.11137,19.04478,18.7631,18.71949,5183,301,3,578,6163338369290229760,QSO,1.861004,5474,56036,590
1237667735061790835,223.799221034016,17.761452350726,18.59965,17.63911,17.35675,17.24499,17.23353,5183,301,3,594,6168965669465643008,STAR,-0.0001207227,5479,56016,582
1237659324959097234,252.466523149126,32.7523122000652,19.1846,17.6722,17.11345,16.89884,16.82208,3225,301,2,291,1324151795760523264,STAR,-0.0001655021,1176,52791,340
1237659324941861041,207.047768761877,57.6164825580179,18.64722,17.48734,17.24443,16.97364,16.97864,3225,301,2,28,1303842989298182144,GALAXY,0.06711533,1158,52668,185
1237659324942581926,209.905665616224,56.9326816192705,18.529,17.51848,17.17999,16.99845,16.84061,3225,301,2,39,1304982083361335296,GALAXY,0.04155003,1159,52669,233
1237659324942647488,210.242388038176,56.9759246906448,18.64361,16.84138,15.9438,15.52715,15.20454,3225,301,2,40,7660714883542177792,GALAXY,0.06893911,6804,56447,334
1237659324943171705,212.121966821082,56.4731870691428,18.23387,17.14354,16.51955,16.08547,15.87584,3225,301,2,48,1306129973584619520,GALAXY,0.1338348,1160,52674,313
1237659324943958141,215.036348695466,55.7991290802639,19.54246,18.94535,18.20788,17.75005,17.56337,3225,301,2,60,1307275940065208320,QSO,0.1283296,1161,52703,386
1237659324944220408,216.173768606805,55.5030433045582,19.59231,17.83489,17.08214,16.70561,16.33776,3225,301,2,64,1306044761433466880,GALAXY,0.04213645,1160,52674,3
1237659324944351306,216.527834866333,55.3779484392743,19.14341,17.97918,17.35786,17.01424,16.80614,3225,301,2,66,1307235258134980608,GALAXY,0.1121094,1161,52703,238
1237659324944810275,218.084211372224,54.7570566727024,18.45109,17.50043,17.28564,17.06042,16.95366,3225,301,2,73,1308357309163923456,GALAXY,0.04338111,1162,52668,224
1237659324944941295,218.600835153532,54.6394710156535,19.45141,18.26714,17.76411,17.44625,17.2509,3225,301,2,75,1308347413559273472,GALAXY,0.08829263,1162,52668,188
1237659324945072200,218.946641941619,54.5913056093517,19.14917,17.38848,16.59573,16.27584,16.03099,3225,301,2,77,1308351261849970688,GALAXY,0.130219,1162,52668,202
1237659324945137679,219.193066031879,54.5111552041128,19.11052,17.97488,17.51076,17.17955,17.03908,3225,301,2,78,1308332570152298496,GALAXY,0.08876617,1162,52668,134
1237659324946710714,224.372413430838,52.5518915905137,18.6171,16.68428,15.79303,15.36732,15.03241,3225,301,2,102,1310599213473622016,GALAXY,0.07568736,1164,52674,188
1237659324946972976,225.2025135622,52.2026531208599,19.57492,18.33073,17.58374,17.20953,16.9428,3225,301,2,106,1310572275438741504,GALAXY,0.1053191,1164,52674,90
1237659324947300596,226.212541181094,51.7514913906044,19.58407,18.19351,17.39554,16.94186,16.66256,3225,301,2,111,1311750402634442752,GALAXY,0.1361305,1165,52703,280
1237659324949397770,232.268431272679,48.9327288715152,19.46281,18.28256,17.63925,17.27675,17.07799,3225,301,2,143,1314023918389979136,GALAXY,0.1409409,1167,52738,359
1237659324949528937,232.544738113019,48.6902284008212,18.68518,17.39757,16.72474,16.34618,16.08171,3225,301,2,145,1314022269122537472,GALAXY,0.04074469,1167,52738,353
1237659324949987517,233.812638031986,48.0702046485426,18.66989,17.69907,17.399,17.15155,17.0576,3225,301,2,152,1313987634506262528,GALAXY,0.07155082,1167,52738,227
1237659324950052912,233.865417453941,47.9917428831569,18.40412,17.38291,17.01798,16.78219,16.64334,3225,301,2,153,1313987909384169472,GALAXY,0.03757053,1167,52738,228
1237659324950053123,233.941978063961,48.1063839541033,19.44528,18.06174,17.53858,17.20951,17.03142,3225,301,2,153,1313987084750448640,GALAXY,0.07447957,1167,52738,225
